4.050254332117535228e+01,1.000000000000000000e+00,2.440000000000000224e-01,3.300000000000000000e+01
4.050252714716982894e+01,2.000000000000000000e+00,3.699999999999999956e-01,1.400000000000000000e+01
4.050231303758135937e+01,3.000000000000000000e+00,1.090000000000000135e-01,2.300000000000000000e+01
4.050211159828330665e+01,4.000000000000000000e+00,8.830000000000001181e-01,3.000000000000000000e+01
4.050252848430130825e+01,5.000000000000000000e+00,7.930000000000000382e-01,1.400000000000000000e+01
4.050071407276726632e+01,6.000000000000000000e+00,8.380000000000000782e-01,4.500000000000000000e+01
4.050251769904375010e+01,7.000000000000000000e+00,5.230000000000000204e-01,6.100000000000000000e+01
4.050184965569071238e+01,8.000000000000000000e+00,2.710000000000000187e-01,1.700000000000000000e+01
4.050206452142248992e+01,9.000000000000000000e+00,6.580000000000000293e-01,4.000000000000000000e+00
4.050242390148886784e+01,1.000000000000000000e+01,1.270000000000000018e-01,5.800000000000000000e+01
4.049931280268214095e+01,1.100000000000000000e+01,4.060000000000000275e-01,6.000000000000000000e+01
4.049823186035366263e+01,1.200000000000000000e+01,3.430000000000000271e-01,9.600000000000000000e+01
4.050070069287890817e+01,1.300000000000000000e+01,5.680000000000000604e-01,4.400000000000000000e+01
4.050228211369037012e+01,1.400000000000000000e+01,5.230000000000000204e-01,3.000000000000000000e+00
4.049562915619394232e+01,1.500000000000000000e+01,8.200000000000000622e-01,1.300000000000000000e+01
4.049942279707849480e+01,1.600000000000000000e+01,6.850000000000000533e-01,8.600000000000000000e+01
4.050091861091520684e+01,1.700000000000000000e+01,2.620000000000000107e-01,9.000000000000000000e+01
4.049952396118906961e+01,1.800000000000000000e+01,5.770000000000000684e-01,7.300000000000000000e+01
4.049976197091039865e+01,1.900000000000000000e+01,7.930000000000000382e-01,9.100000000000000000e+01
4.049886180611926534e+01,2.000000000000000000e+01,7.210000000000000853e-01,6.100000000000000000e+01
4.050093799588459831e+01,2.100000000000000000e+01,5.140000000000000124e-01,9.400000000000000000e+01
4.049872905944377521e+01,2.200000000000000000e+01,4.150000000000000355e-01,2.000000000000000000e+01
4.050073342717777791e+01,2.300000000000000000e+01,3.880000000000000115e-01,3.900000000000000000e+01
4.049612644160165331e+01,2.400000000000000000e+01,1.000000000000000056e-01,8.400000000000000000e+01
4.049332545636873704e+01,2.500000000000000000e+01,1.810000000000000220e-01,4.000000000000000000e+00
4.050138041210963991e+01,2.600000000000000000e+01,9.370000000000000551e-01,8.400000000000000000e+01
4.050215267831517707e+01,2.700000000000000000e+01,2.260000000000000064e-01,5.900000000000000000e+01
4.050219604410367680e+01,2.800000000000000000e+01,8.560000000000000941e-01,9.900000000000000000e+01
4.050240182113788023e+01,2.900000000000000000e+01,9.640000000000000790e-01,4.200000000000000000e+01
4.048426453450124285e+01,3.000000000000000000e+01,7.300000000000000933e-01,6.600000000000000000e+01
4.046732949261630807e+01,3.100000000000000000e+01,5.230000000000000204e-01,8.000000000000000000e+00
4.047079395499704901e+01,3.200000000000000000e+01,3.699999999999999956e-01,7.000000000000000000e+01
4.049807297149087759e+01,3.300000000000000000e+01,5.590000000000000524e-01,7.800000000000000000e+01
4.050124119647774990e+01,3.400000000000000000e+01,8.650000000000001021e-01,9.500000000000000000e+01
4.048939834101435054e+01,3.500000000000000000e+01,9.820000000000000950e-01,4.300000000000000000e+01
4.048824266346446876e+01,3.600000000000000000e+01,7.660000000000000142e-01,5.700000000000000000e+01
4.048884690039248824e+01,3.700000000000000000e+01,7.030000000000000693e-01,6.000000000000000000e+01
4.049765702040718196e+01,3.800000000000000000e+01,3.070000000000000506e-01,4.000000000000000000e+00
4.049213245286571095e+01,3.900000000000000000e+01,5.140000000000000124e-01,6.500000000000000000e+01
4.048214506674239033e+01,4.000000000000000000e+01,9.730000000000000870e-01,9.900000000000000000e+01
4.048911813743630717e+01,4.100000000000000000e+01,9.550000000000000711e-01,8.700000000000000000e+01
4.044968779669881798e+01,4.200000000000000000e+01,5.320000000000000284e-01,6.000000000000000000e+01
4.049206215361491701e+01,4.300000000000000000e+01,1.990000000000000102e-01,1.000000000000000000e+00
4.049453201966210258e+01,4.400000000000000000e+01,9.640000000000000790e-01,3.300000000000000000e+01
4.050024392228723968e+01,4.500000000000000000e+01,9.190000000000000391e-01,8.000000000000000000e+00
4.046594785732147415e+01,4.600000000000000000e+01,2.800000000000000266e-01,5.500000000000000000e+01
4.050204970050795339e+01,4.700000000000000000e+01,2.800000000000000266e-01,5.500000000000000000e+01
4.044892479702465948e+01,4.800000000000000000e+01,2.800000000000000266e-01,5.500000000000000000e+01
4.047248301504921386e+01,4.900000000000000000e+01,7.120000000000000773e-01,3.000000000000000000e+00
4.048997669689227052e+01,5.000000000000000000e+01,5.860000000000000764e-01,7.800000000000000000e+01
4.048158007435722539e+01,5.100000000000000000e+01,5.860000000000000764e-01,7.800000000000000000e+01
4.048266848953065278e+01,5.200000000000000000e+01,7.390000000000001013e-01,8.200000000000000000e+01
4.048702886917590149e+01,5.300000000000000000e+01,3.519999999999999796e-01,6.200000000000000000e+01
4.043488027648531613e+01,5.400000000000000000e+01,3.519999999999999796e-01,6.200000000000000000e+01
4.050215284821358352e+01,5.500000000000000000e+01,8.740000000000001101e-01,2.200000000000000000e+01
4.047401217303882959e+01,5.600000000000000000e+01,8.740000000000001101e-01,2.200000000000000000e+01
4.048334210611631079e+01,5.700000000000000000e+01,1.900000000000000022e-01,5.300000000000000000e+01
4.043437499508775801e+01,5.800000000000000000e+01,8.290000000000000702e-01,5.600000000000000000e+01
4.046989176530065890e+01,5.900000000000000000e+01,8.290000000000000702e-01,5.600000000000000000e+01
4.047096496121697839e+01,6.000000000000000000e+01,4.600000000000000755e-01,8.000000000000000000e+00
4.046259040826260645e+01,6.100000000000000000e+01,3.519999999999999796e-01,7.900000000000000000e+01
4.044691504137728089e+01,6.200000000000000000e+01,6.580000000000000293e-01,3.400000000000000000e+01
4.041882641318334635e+01,6.300000000000000000e+01,6.580000000000000293e-01,3.400000000000000000e+01
4.047264580475355444e+01,6.400000000000000000e+01,6.219999999999999973e-01,6.300000000000000000e+01
4.043010274071809818e+01,6.500000000000000000e+01,6.129999999999999893e-01,8.000000000000000000e+00
4.046737570859691857e+01,6.600000000000000000e+01,6.129999999999999893e-01,8.000000000000000000e+00
4.046016672944991655e+01,6.700000000000000000e+01,6.129999999999999893e-01,8.000000000000000000e+00
4.040850011335582792e+01,6.800000000000000000e+01,6.129999999999999893e-01,8.000000000000000000e+00
4.045159914259684797e+01,6.900000000000000000e+01,9.550000000000000711e-01,1.100000000000000000e+01
4.049518794965442225e+01,7.000000000000000000e+01,9.550000000000000711e-01,1.100000000000000000e+01
4.049941001470448043e+01,7.100000000000000000e+01,9.550000000000000711e-01,1.100000000000000000e+01
4.049882168805130078e+01,7.200000000000000000e+01,2.440000000000000224e-01,1.000000000000000000e+02
4.048755620535068545e+01,7.300000000000000000e+01,6.760000000000000453e-01,5.800000000000000000e+01
4.044856494663959268e+01,7.400000000000000000e+01,6.760000000000000453e-01,5.800000000000000000e+01
4.037230278193615618e+01,7.500000000000000000e+01,6.760000000000000453e-01,5.800000000000000000e+01
4.041008680781344253e+01,7.600000000000000000e+01,7.210000000000000853e-01,4.000000000000000000e+01
4.046916779855398261e+01,7.700000000000000000e+01,7.210000000000000853e-01,4.000000000000000000e+01
4.049632801098404400e+01,7.800000000000000000e+01,7.210000000000000853e-01,4.000000000000000000e+01
4.049152488257756488e+01,7.900000000000000000e+01,7.210000000000000853e-01,4.000000000000000000e+01
4.045832561876800071e+01,8.000000000000000000e+01,6.400000000000000133e-01,6.700000000000000000e+01
4.029050463536327698e+01,8.100000000000000000e+01,4.150000000000000355e-01,6.200000000000000000e+01
4.050227873333722783e+01,8.200000000000000000e+01,3.609999999999999876e-01,7.800000000000000000e+01
4.048881212002322627e+01,8.300000000000000000e+01,3.430000000000000271e-01,9.300000000000000000e+01
4.050120956873599454e+01,8.400000000000000000e+01,3.340000000000000746e-01,1.600000000000000000e+01
4.049324981609272811e+01,8.500000000000000000e+01,3.340000000000000746e-01,1.600000000000000000e+01
4.045761261081678128e+01,8.600000000000000000e+01,3.340000000000000746e-01,1.600000000000000000e+01
4.047839029437977842e+01,8.700000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.049987932531773538e+01,8.800000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.049622393804031617e+01,8.900000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.046742929940987210e+01,9.000000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.041353252695888898e+01,9.100000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.033460264143602103e+01,9.200000000000000000e+01,5.680000000000000604e-01,7.100000000000000000e+01
4.037111659328114399e+01,9.300000000000000000e+01,9.280000000000000471e-01,2.400000000000000000e+01
4.040375229396436652e+01,9.400000000000000000e+01,9.280000000000000471e-01,2.400000000000000000e+01
4.041479075314732938e+01,9.500000000000000000e+01,9.280000000000000471e-01,2.400000000000000000e+01
4.040422572734402706e+01,9.600000000000000000e+01,9.280000000000000471e-01,2.400000000000000000e+01
4.037207480766057444e+01,9.700000000000000000e+01,9.280000000000000471e-01,2.400000000000000000e+01
4.041444468175520655e+01,9.800000000000000000e+01,5.860000000000000764e-01,5.200000000000000000e+01
4.045178231103580657e+01,9.900000000000000000e+01,5.860000000000000764e-01,5.200000000000000000e+01
4.046968633397043646e+01,1.000000000000000000e+02,5.860000000000000764e-01,5.200000000000000000e+01

Best:
[40.50254332117535, 1.0, 0.24400000000000002, 33]